workYear,education,financeStage,companyLogo,district,companyId,explain,industryField,companyLabelList,positionLables,firstType,formatCreateTime,industryLables,companySize,positionName,jobNature,deliver,totalCount,gradeDescription,companyFullName,createTime,positionId,companyShortName,salary,isSchoolJob,secondType,positionAdvantage
3-5年,本科,上市公司,i/image2/M00/38/5B/CgoB5lpMRM6AfCaJAAFoLiuhXLY286.jpg,福田区,297969,,"电子商务,教育","年底双薪,带薪年假,绩效奖金,股票期权","物流,财务,审计,上市,零售",金融类,1天前发布,"物流,财务,审计,上市,零售",150-500人,会计,全职,0,461,,深圳崇德动漫股份有限公司,2018-06-01 11:44:38,4630074,崇德动漫,6k-8k,0,法务财务,"人才住房,周末双休"
3-5年,本科,不需要融资,i/image3/M00/21/89/CgpOIFqT1b-AawTOAADd5j3ZEsQ629.jpg,福田区,78677,,电子商务,"技能培训,节日礼物,带薪年假,绩效奖金","电商,财务,经理,成本,资产",综合职能类,2天前发布,"电商,财务,经理,成本,资产",50-150人,全盘会计,全职,0,461,,深圳市光逸科技有限公司,2018-05-31 09:43:24,4608819,光逸,6k-8k,0,财务,"年轻团队,氛围活跃,周末双休,海量零食"
1-3年,本科,不需要融资,i/image/M00/2E/03/CgqKkVc9jmCAI8DpAAD09YLPnBk157.png,南山区,123777,,"电子商务,企业服务","绩效奖金,交通补助,定期体检,通讯津贴","财务,统计,审核",综合职能类,2天前发布,,2000人以上,会计,全职,0,461,,北京通力互联技术服务有限公司,2018-05-31 19:11:21,4476971,通力互联,6k-8k,0,财务,"五险一金,带薪年假,年终奖,年底双薪"
1-3年,本科,不需要融资,i/image2/M00/3F/7B/CgoB5lpXbW2AN7QaAAAOacKk7UM850.png,南山区,281631,,信息安全 数据服务,"股票期权,弹性工作,扁平管理,岗位晋升","金融,主管,财务,税务",综合职能类,3天前发布,"金融,主管,财务,税务",15-50人,会计,全职,0,461,,深圳讴谱科技有限公司,2018-05-30 09:19:33,4629879,深圳讴谱科技有限公司,5k-8k,0,财务,股票期权
1-3年,大专,不需要融资,i/image/M00/02/AB/CgqKkVaXX_6AaLKaAAAX52Kvjjg750.jpg,南山区,16831,,移动互联网,"带薪年假,计算机软件,管理规范,定期体检","财务,资产管理,统计",综合职能类,1天前发布,,2000人以上,固定资产会计,全职,0,461,,武汉佰钧成技术有限责任公司,2018-06-01 15:53:40,4663909,武汉佰钧成技术有限公司,5k-6k,0,财务,"六险一金,周末双休,外企工作,员工活动"
1-3年,本科,不需要融资,i/image3/M00/54/19/CgpOIFsPzOCAKNuHAABfkJYXJpI091.png,南山区,396150,,游戏,"""""","财务,税务,AR",综合职能类,1天前发布,,15-50人,会计,全职,0,461,,深圳市维度互娱科技有限公司,2018-06-01 18:13:06,4665177,维度互娱,5k-7k,0,财务,"福利多,下午茶,发展前景"
1年以下,大专,A轮,i/image3/M00/4E/0A/CgpOIFrqdOWACH9rAAAutj8B_Vw774.png,南山区,375424,,移动互联网,,"银行,税务,财务",综合职能类,1天前发布,"银行,税务,财务",50-150人,会计助理,全职,0,461,,深圳匠鑫智能网络科技有限公司,2018-06-01 17:42:44,4664947,深圳匠鑫智能,5K-7K,0,财务,"周末双休,国家规定假,五险一金"
3-5年,大专,B轮,i/image2/M00/0C/6A/CgotOVngNqOADBGdAACTg7P-qtc399.jpg,南山区,215388,,"生活服务,移动互联网","行业新风口,B轮,外资企业,发展迅速","财务,税务,统计",综合职能类,1天前发布,,50-150人,会计,全职,0,461,,深圳任意存科技有限公司,2018-06-01 15:21:45,4663622,Boxful 宝师傅,5k-8k,0,财务,"外企,行业新风口,团队气氛佳,领导好"
1-3年,本科,不需要融资,i/image2/M00/18/4F/CgotOVn6zLqAMvoWAANwgp-S4gQ010.png,南山区,144880,,"移动互联网,广告营销","带薪年假,定期体检,弹性工作,扁平管理","财务,税务,统计",综合职能类,2018-05-28,,50-150人,会计,全职,0,461,,深圳量子云科技有限公司,2018-05-28 10:47:06,2643261,深圳量子云科技有限公司,5k-8k,0,财务,"发展前景好,福利待遇好,新媒体行业"
1-3年,大专,A轮,image1/M00/00/1F/CgYXBlTUWGyAKjEuAACF7mPq068020.jpg,南山区,16883,,移动互联网,"专项奖金,绩效奖金,通讯津贴,午餐补助","银行,财务,税务,AR",综合职能类,1天前发布,"银行,财务,税务,AR",150-500人,会计,全职,0,461,,广东翼卡车联网服务有限公司,2018-06-01 09:21:57,3945579,E-CAR,5k-9k,0,财务,"周末双休,五险一金,员工宿舍"
1-3年,本科,不需要融资,i/image/M00/8E/4A/CgpFT1r-K42ABOQUAABSTTr0LTQ105.png,南山区,115893,,金融,"年底双薪,股票期权,年终分红,带薪年假","理财,财务,税务,统计",综合职能类,2天前发布,"理财,财务,税务,统计",50-150人,会计,全职,0,461,,深圳市财鸟汇网络科技有限公司,2018-05-31 10:07:20,4621165,菜鸟理财,5k-10k,0,财务,"奖金丰厚,牛人多,气氛活跃,发展前景好"
1年以下,本科,A轮,i/image/M00/08/9C/CgqKkVbQK42AdMJ-AAIoPDDRTN4951.jpg,南山区,37602,,"移动互联网,企业服务","年底双薪,股票期权,带薪年假,绩效奖金","财务,出纳,税务,成本,资产",综合职能类,2天前发布,,50-150人,会计,全职,0,461,,深圳欧德蒙科技有限公司,2018-05-31 09:51:52,4288282,欧德蒙,4k-7k,0,财务,"双休,14薪,导师制,氛围宽松"
3-5年,大专,不需要融资,i/image2/M00/30/19/CgoB5lo7WLiAPDNAAAAoX7ptsAY022.png,福田区,237934,,移动互联网,"带薪年假,领导nice,酷文化","金融,财务,税务",综合职能类,1天前发布,"金融,财务,税务",150-500人,会计主管/会计,全职,0,461,,深圳市分时共享网络有限公司,2018-06-01 10:13:55,3921129,i GO 我行,5k-8k,0,财务,"发展空间大,福利好,五险一金"
3-5年,大专,B轮,i/image/M00/1D/C0/CgqKkVcFvqeACSVHAAAIdkJtS0E386.jpg,龙岗区,114731,,移动互联网,"带薪年假,节日礼物,美女多,扁平管理","财务,税务,审计,审核",综合职能类,1天前发布,,50-150人,会计,全职,0,461,,深圳市猎芯科技有限公司,2018-06-01 09:39:17,4506781,猎芯科技,6k-9k,0,财务,发展空间大
3-5年,本科,不需要融资,image1/M00/00/26/CgYXBlTUWISAXOyOAABnyVJEJ7A896.jpg,南山区,20727,,游戏,"项目分成,骨干配车,年终奖,免费三餐","财务,税务,审核",综合职能类,1天前发布,,150-500人,会计主管,全职,0,461,,深圳淘乐网络科技有限公司,2018-06-01 15:47:32,4475734,淘乐网络,10k-20k,0,财务,"年终奖,免费三餐,双休,弹性工作制"
3-5年,本科,不需要融资,i/image2/M00/23/00/CgotOVoWNoaAAyaaAAAb1dYUPEs464.jpg,罗湖区,289076,,"数据服务,硬件","年底双薪,专项奖金,股票期权,带薪年假","财务,税务,统计,AR",综合职能类,1天前发布,,50-150人,会计,全职,0,461,,思力科（深圳）电子科技有限公司,2018-06-01 15:13:24,4295685,深圳思力科,8k-10k,0,财务,"统计,税务,会计,财务"
1-3年,大专,不需要融资,i/image2/M00/4E/86/CgoB5lsHejSAKUxLAAAMitU3Aow574.png,南山区,391801,,金融,"""""","金融,财务,统计,审核",综合职能类,1天前发布,"金融,财务,统计,审核",150-500人,会计,全职,0,461,,深圳前海盈聚融资租赁有限公司,2018-06-01 08:47:44,4627746,盈聚金融,4k-6k,0,财务,"五险一金,周末双休,绩效奖金,节日福利"
1-3年,本科,C轮,i/image/M00/43/D3/Cgp3O1eEWFSARprHAABDJ7bBCBg228.png,福田区,35539,,金融,"年底双薪,节日礼物,技能培训,年度旅游","支付,财务,审核",综合职能类,1天前发布,"支付,财务,审核",2000人以上,往来会计,全职,0,461,,深圳前海达飞金融服务有限公司,2018-06-01 09:50:31,4609815,即有分期,5k-7k,0,财务,"六险一金,周末双休,充足年假,年度体检"
1-3年,大专,上市公司,image1/M00/21/0B/CgYXBlU5za6AbtGyAABaB0gBzKI912.JPG,南山区,4900,,O2O,"五险一金,交通补助,岗位晋升,技能培训","运营,数据分析,统计",综合职能类,2018-05-28,,500-2000人,会计,全职,0,461,,深圳市云房网络科技有限公司,2018-05-28 16:32:27,4541090,Q房网,5k-8k,0,财务,"五险一金,做五休二,年度奖金,带薪年假"
1-3年,大专,A轮,image1/M00/00/18/Cgo8PFTUWE2AaTTFAAB9OHIhOKs982.png,南山区,12083,,移动互联网,"五险一金,通讯津贴,带薪年假,绩效奖金","支付,银行,财务,税务,统计",综合职能类,1天前发布,"支付,银行,财务,税务,统计",150-500人,会计,全职,0,461,,深圳广联赛讯有限公司,2018-06-01 18:06:22,3178552,广联赛讯,5k-8k,0,财务,"周末双休,朝九晚六,弹性上班,五险一金"
1-3年,大专,不需要融资,i/image2/M00/30/19/CgoB5lo7WLiAPDNAAAAoX7ptsAY022.png,福田区,237934,,移动互联网,"带薪年假,领导nice,酷文化","财务,税务,AR",综合职能类,1天前发布,,150-500人,全盘会计,全职,0,461,,深圳市分时共享网络有限公司,2018-06-01 10:13:56,3830620,i GO 我行,5k-8k,0,财务,"共享经济,下午茶"
1-3年,本科,B轮,image1/M00/00/01/Cgo8PFTUV_OAKttlAAAKkXE4Ypk062.png,南山区,56,,"移动互联网,电子商务","技能培训,股票期权,五险一金,弹性工作","财务,税务,审核,AR",综合职能类,1天前发布,,500-2000人,成本会计,全职,0,461,,深圳市华宇讯科技有限公司,2018-06-01 09:43:27,3676407,卖座网,4k-6k,0,财务,福利待遇、发展前景
1-3年,大专,B轮,i/image/M00/01/09/Cgp3O1ZeaiuAeSlZAAApnlIIzEc499.png,龙华新区,108522,,"移动互联网,O2O","专项奖金,带薪年假,绩效奖金,弹性工作","财务,税务",综合职能类,1天前发布,,150-500人,会计,全职,0,461,,深圳市百米生活股份有限公司,2018-06-01 10:11:34,3815721,百米生活,4k-8k,0,财务,"完善福利,五险一金,周末双休,绩效奖金"
1-3年,大专,天使轮,i/image2/M00/24/D8/CgoB5lobvcqANW6cAAAbXImT7Yk038.png,宝安区,184506,,移动互联网,"带薪年假,午餐补助,弹性工作,年度旅游","财务,税务,统计",综合职能类,2天前发布,,15-50人,会计,全职,0,461,,深圳市微伙科技有限公司,2018-05-31 14:09:31,4431383,微伙科技,5k-7k,0,财务,"双休,下午茶,半年调薪,交通便利"
1-3年,不限,不需要融资,i/image2/M00/34/4B/CgoB5lpDEvGAXpfPAABJoxYu2Y4170.png,龙华新区,281347,,其他,,"金融,财务,税务,统计",综合职能类,09:26发布,"金融,财务,税务,统计",15-50人,会计,全职,0,461,,深圳市紫微文教科技有限公司,2018-06-02 09:26:56,4352857,紫微文教,5k-8k,0,财务,"包住,社会保险,绩效奖金,晋升空间大"
1-3年,大专,不需要融资,images/logo_default.png,龙华新区,202117,,"电子商务,移动互联网",,"金融,支付,旅游,财务",综合职能类,1天前发布,"金融,支付,旅游,财务",15-50人,会计,全职,0,461,,深圳市勒朗国际贸易有限公司,2018-06-01 11:10:05,4611756,勒朗国际,5k-7k,0,财务,"电商,奢侈品,五险一金,定期旅游"
3-5年,本科,C轮,i/image/M00/43/D3/Cgp3O1eEWFSARprHAABDJ7bBCBg228.png,福田区,35539,,金融,"年底双薪,节日礼物,技能培训,年度旅游","金融,主管,财务,税务",综合职能类,1天前发布,"金融,主管,财务,税务",2000人以上,高级会计,全职,0,461,,深圳前海达飞金融服务有限公司,2018-06-01 09:50:31,4609849,即有分期,8k-12k,0,财务,"六险一金,充足年假,弹性工作,职业发展"
不限,本科,A轮,image1/M00/00/18/Cgo8PFTUWE2AaTTFAAB9OHIhOKs982.png,南山区,12083,,移动互联网,"五险一金,通讯津贴,带薪年假,绩效奖金","移动互联网,运营,php",综合职能类,1天前发布,"移动互联网,运营,php",150-500人,会计实习生,全职,0,461,,深圳广联赛讯有限公司,2018-06-01 18:06:22,4161241,广联赛讯,2k-3k,0,财务,"团队氛围好,成长空间大"
1-3年,本科,上市公司,i/image2/M00/00/3A/CgoB5lm7QH6AUz8YAADmPha0ZmM362.png,福田区,220821,,"生活服务,硬件","年底双薪,定期体检,带薪年假,绩效奖金","税务,财务",综合职能类,1天前发布,,150-500人,会计专员,全职,0,461,,深圳市万通顺达科技股份有限公司,2018-06-01 17:06:37,4651793,万通顺达,6k-8k,0,财务,"五险一金,节日福利,带薪年假"
不限,本科,不需要融资,i/image/M00/34/0B/CgpFT1lB42CAGw9xAAANVOIFNwA716.png,南山区,169202,,游戏,"带薪年假,年终分红,绩效奖金,交通补助","游戏,审计,财务,税务,统计",综合职能类,1天前发布,"游戏,审计,财务,税务,统计",150-500人,会计,全职,0,461,,深圳市天天爱科技有限公司,2018-06-01 14:58:23,4608796,深圳市天天爱科技有限公司,6k-10k,0,财务,"行业前10,福利待遇好,晋升空间大,带薪年假"
1-3年,大专,A轮,i/image/M00/8E/9F/CgpFT1sCJY-AfoM2AAEnNu_fAVI179.jpg,宝安区,361441,,广告营销 医疗健康,"""""",,综合职能类,2018-05-21,,150-500人,会计,全职,0,461,,深圳市雨佳田实业发展有限公司,2018-05-21 10:04:27,4598218,深圳市雨佳田实业发展有限公司,4K-6K,0,财务,新转型公司，发展空间大，期待你的加入！
3-5年,大专,B轮,i/image/M00/1D/C0/CgqKkVcFvqeACSVHAAAIdkJtS0E386.jpg,龙岗区,114731,,移动互联网,"带薪年假,节日礼物,美女多,扁平管理","财务,经理,税务,审核",综合职能类,1天前发布,,50-150人,会计主管,全职,0,461,,深圳市猎芯科技有限公司,2018-06-01 09:39:17,4506382,猎芯科技,6k-10k,0,财务,发展空间大
1-3年,大专,不需要融资,i/image/M00/78/63/Cgp3O1g7rCqAS_zVAAAUyboOM-o428.png,南山区,51688,,游戏,"绩效奖金,年底双薪,带薪年假,定期体检",,综合职能类,2天前发布,,50-150人,财务/会计 Accountant,全职,0,461,,中联畅想（深圳）网络科技有限公司,2018-05-31 14:50:45,4539326,TOPFUN,6k-8k,0,财务,"项目好,福利好,氛围好"
不限,本科,不需要融资,i/image2/M00/06/E7/CgoB5lnLI8mAOsvlAAA4ScSzOIs867.png,福田区,267497,,"移动互联网,电子商务",,"支付,银行,旅游,结算,财务",综合职能类,2天前发布,"支付,银行,旅游,结算,财务",50-150人,往来会计,全职,0,461,,深圳鼎信付科技有限公司,2018-05-31 10:28:18,4586856,鼎信付,6k-8k,0,财务,"五险一金,年底双薪,节日福利,定期体检"
应届毕业生,本科,B轮,i/image/M00/00/33/CgqKkVYyzaaAOjKZAAAPhPpIF5c803.png,南山区,32679,,"企业服务,数据服务","技能培训,年底双薪,股票期权,带薪年假","财务,税务,统计",综合职能类,2天前发布,,150-500人,会计助理 实习生,全职,0,461,,深圳市铱云云计算有限公司,2018-05-31 10:26:57,4121566,易订货,1k-2k,1,财务,宽松的氛围和互联网行业的发展空间
1年以下,大专,不需要融资,i/image2/M00/30/19/CgoB5lo7WLiAPDNAAAAoX7ptsAY022.png,福田区,237934,,移动互联网,"带薪年假,领导nice,酷文化","助理,财务,税务,统计",综合职能类,1天前发布,,150-500人,会计专员,全职,0,461,,深圳市分时共享网络有限公司,2018-06-01 10:13:55,4287057,i GO 我行,4k-6k,0,财务,"扁平化,共享汽车,福利多"
3-5年,本科,天使轮,i/image2/M00/28/57/CgoB5lok3JWASX7SAAAUDfxkoVQ858.png,罗湖区,294111,,"移动互联网,教育",,"财务,结算,出纳,税务,成本",综合职能类,2天前发布,,15-50人,会计,全职,0,461,,深圳小马未来科技有限公司,2018-05-31 19:42:33,4600056,vipyoung,8k-12k,0,财务,"交通便利,发展空间"
3-5年,本科,天使轮,i/image2/M00/4C/D8/CgoB5lr6hHyAMYlZAABqWiuyHQs923.png,南山区,244500,,电子商务,"弹性工作,管理规范,美女多,帅哥多","银行,理财,财务,税务,统计,审核",综合职能类,1天前发布,"银行,理财,财务,税务,统计,审核",150-500人,费用会计,全职,0,461,,深圳市联翘科技有限公司,2018-06-01 18:15:59,3473523,联翘科技,5k-7k,0,财务,"工作氛围好,扁平化管理"
1-3年,大专,B轮,i/image3/M00/2E/3A/CgpOIFqfuIyAboMGAAAqvk_D1bs602.png,南山区,33195,,"移动互联网,教育","股票期权,带薪年假,在线教育,绩效奖金",税务,综合职能类,2018-05-13,,50-150人,会计,全职,0,461,,深圳博为教育科技有限公司,2018-05-13 20:22:31,3142451,博为教育,6K-10K,0,财务,晋升机会
1-3年,大专,A轮,image2/M00/0F/DE/CgqLKVYq5SiAUuhOAAAOBkHoB0c652.jpg?cc=0.2033057368826121,宝安区,102547,,其他,"股票期权,绩效奖金,岗位晋升,扁平管理","财务,仓储,审核",金融类,09:15发布,,50-150人,成本会计,全职,0,461,,深圳智芯数据服务有限公司,2018-06-02 09:15:36,4439439,智芯,6k-8k,0,法务财务,"五险,弹性工作,福利补贴,股票期权"
1-3年,大专,未融资,i/image3/M00/44/39/CgpOIFq4wB2ADCdpAAA29IfYvvE630.jpg,宝安区,351289,,金融,"""""","金融,财务,税务,统计",综合职能类,1天前发布,"金融,财务,税务,统计",150-500人,会计,全职,0,461,,深圳市融信四海财富管理有限公司,2018-06-01 13:54:02,4337719,四海财富,5k-6k,0,财务,"周末双休,带薪年假,活动丰富,集体旅游"
3-5年,本科,A轮,i/image/M00/8B/33/Cgp3O1h4jx-ALXHpAADIYVz6vnk990.jpg,宝安区,73758,,"移动互联网,硬件","股票期权,绩效奖金,扁平管理,美女多","财务,税务,统计",综合职能类,2天前发布,,50-150人,会计,全职,0,461,,深圳市电陶思创科技有限公司,2018-05-31 16:27:14,4341653,深智云,6k-9k,0,财务,"福利待遇好,氛围好,地铁班车,老板人好"
1-3年,大专,不需要融资,i/image3/M00/4C/A4/CgpOIFrgI7yAUU4QAABjz2KmknY508.jpg,龙华新区,372609,,电子商务,"绩效奖金,带薪年假,年度旅游,美女多","电商,财务,税务,统计",综合职能类,3天前发布,"电商,财务,税务,统计",15-50人,会计,全职,0,461,,深圳前海蜗牛电子商务有限公司,2018-05-30 15:57:50,4521269,深圳前海蜗牛电子商务有限公司,4k-5k,0,财务,环境优越
3-5年,本科,未融资,i/image3/M00/44/B2/Cgq2xlq56XCAL3kfAAAwGX9cRoI225.jpg,南山区,353038,,"企业服务,其他","""""","财务,税务,AR",综合职能类,2018-05-08,,15-50人,会计,全职,0,461,,深圳前海实沃商业保理有限公司,2018-05-08 16:31:26,4537459,实沃保理,7k-8k,0,财务,"会计,财务"
1-3年,本科,不需要融资,i/image/M00/6B/29/CgpFT1mxD-GAdckOAABOpGRGqLg540.png,南山区,175988,,"移动互联网,游戏","带薪年假,定期体检,扁平管理,节日礼物","银行,财务,税务,统计",综合职能类,1天前发布,"银行,财务,税务,统计",150-500人,会计,全职,0,461,,深圳市三只小熊科技有限公司,2018-06-01 09:44:43,4591035,未来游戏,6k-8k,0,财务,".,.,.,."
1-3年,大专,未融资,i/image2/M00/47/8C/CgotOVrZruuASQ-zAAAjfy6SBcI207.png,南山区,154860,,移动互联网、金融,"节日礼物,岗位晋升,五险一金,带薪年假","银行,助理,税务,财务,统计",综合职能类,2天前发布,"银行,助理,税务,财务,统计",50-150人,会计专员,全职,0,461,,深圳凯石信息科技有限公司,2018-05-31 14:35:35,4651047,深圳凯石信息科技有限公司,4k-6k,0,财务,"发展前景大,福利多多"
1-3年,本科,A轮,i/image/M00/33/65/CgpFT1lArbaAekVQAAAl9BF1Nls225.png,南山区,114705,,"移动互联网,其他","年底双薪,绩效奖金,股票期权,扁平管理","财务,税务,AR",综合职能类,2天前发布,,15-50人,会计,全职,0,461,,深圳前海运动保网络科技有限公司,2018-05-31 11:04:21,4618254,运动保,5k-8k,0,财务,周末双休
1-3年,本科,上市公司,i/image3/M00/38/B9/Cgq2xlqqPqKAAJLBAAIFYVcuPw8958.png,福田区,124962,,"企业服务,数据服务","股票期权,绩效奖金,带薪年假,定期体检","助理,税务",综合职能类,2天前发布,,500-2000人,会计/财务专员,全职,0,461,,深圳市麦达数字股份有限公司,2018-05-31 09:58:12,4400660,麦达数字,5k-8k,0,财务,"集团管理,有成长空间,学习机会多"
1-3年,本科,上市公司,image1/M00/12/60/Cgo8PFUCuqaAX5E3AACKbxAiWcg642.jpg,南山区,10941,,移动互联网,"绩效奖金,年终分红,股票期权,专项奖金","财务,税务,AR",综合职能类,3天前发布,,2000人以上,全盘会计,全职,0,461,,深圳和而泰智能控制股份有限公司,2018-05-30 09:23:33,4550314,和而泰,7k-12k,0,财务,"上市公司,福利丰厚,前景无限"
1-3年,本科,未融资,i/image/M00/86/93/CgqKkVhkvc-AK8z8AAAgBdbsthM634.jpg,龙华新区,164606,,招聘,"股票期权,领导nice,弹性工作,扁平管理",财务,金融类,2018-05-21,,15-50人,会计,全职,0,461,,深圳市成功快车科技有限公司,2018-05-21 10:21:36,2697591,深圳市成功快车科技有限公司,4k-6k,0,法务财务,发展平台广 办公环境佳 五险 双休
不限,大专,不需要融资,i/image2/M00/30/19/CgoB5lo7WLiAPDNAAAAoX7ptsAY022.png,福田区,237934,,移动互联网,"带薪年假,领导nice,酷文化","行政,财务,税务,审核",综合职能类,1天前发布,,150-500人,会计助理,全职,0,461,,深圳市分时共享网络有限公司,2018-06-01 10:13:55,4486222,i GO 我行,4k-6k,0,财务,"五险一金,共享经济,发展空间大"
1-3年,大专,未融资,i/image2/M00/47/8C/CgotOVrZruuASQ-zAAAjfy6SBcI207.png,南山区,154860,,移动互联网、金融,"节日礼物,岗位晋升,五险一金,带薪年假","银行,财务,税务,统计",综合职能类,2天前发布,"银行,财务,税务,统计",50-150人,会计专员,全职,0,461,,深圳凯石信息科技有限公司,2018-05-31 14:35:37,4637575,深圳凯石信息科技有限公司,3k-5k,0,财务,"五险一金,每周下午茶,月度聚餐,带薪年假"
1-3年,大专,不需要融资,i/image/M00/46/D6/CgpFT1llnn2ADQ66AABvtt2iT7I686.png,南山区,50208,,移动互联网,"专项奖金,绩效奖金,带薪年假,股票期权",,综合职能类,2018-05-26,,50-150人,会计,全职,0,461,,深圳微星星科技股份有限公司,2018-05-26 14:40:34,4553828,微星星,7k-10k,0,财务,"环境一级棒,气氛超融洽,90后天堂,晋升空间大"
1-3年,本科,不需要融资,image1/M00/19/80/CgYXBlUZE0OAaaubAABvG9pHLms462.png,南山区,60434,,金融,,"财务,供应链,总账会计,全盘会计,主管会计",综合职能类,2018-05-09,,150-500人,会计,全职,0,461,,加油宝金融科技服务（深圳）有限公司,2018-05-09 15:15:56,4543635,加油宝,5k-10k,0,财务,"五险一金,年度旅游,年度体检,节日礼金"
1-3年,不限,不需要融资,images/logo_default.png,龙岗区,383150,,其他,"""""",助理,综合职能类,2018-05-11,,少于15人,会计,全职,0,461,,深圳市龙宝盛钢铁有限公司,2018-05-11 15:28:21,4557608,宝盛建材,5K-8K,0,财务,包吃 房补 年终双薪 节日福利 单休
1-3年,本科,A轮,i/image/M00/88/97/CgqKkVht-9CAc267AABm3G_AbpY399.jpg,南山区,151248,,"移动互联网,旅游","带薪年假,工作午餐,五险一金,午休床",财务,综合职能类,2018-05-28,,50-150人,会计,全职,0,461,,深圳智游啦旅游有限公司,2018-05-28 10:27:01,4158872,智游啦,6k-7k,0,财务,"五险一金,带薪年假,工作午餐,午休床"
1-3年,大专,不需要融资,i/image/M00/80/DE/CgpEMlpS31CAH9HzAACrnNW0-mM527.jpg,盐田区,297507,,其他,"""""","财务,税务,审核",综合职能类,2018-05-08,,150-500人,会计,全职,0,461,,深圳市锦鑫物流有限公司,2018-05-08 09:35:26,4344355,锦鑫物流,4k-5k,0,财务,"员工旅游,提供住宿,节假日福利,生日福利"
1-3年,大专,上市公司,i/image/M00/01/F9/Cgp3O1Z888SAS4MEAADSkISCS4Q166.png,福田区,70178,,其他,"技能培训,岗位晋升,年底双薪,绩效奖金","财务,税务,统计,审核",综合职能类,2天前发布,,2000人以上,会计,全职,0,461,,Q房网世华地产,2018-05-31 09:18:01,3513497,Q房网,5k-6k,0,财务,"制度完善,福利全,晋升通道佳"
3-5年,本科,A轮,image1/M00/00/78/CgYXBlTUXa-AOjcMAAA-p9ygs4k096.jpg,南山区,46639,,金融,"年底双薪,绩效奖金,岗位晋升,年度旅游","支付,经理,税务,统计",综合职能类,2天前发布,"支付,经理,税务,统计",50-150人,主管会计,全职,0,461,,深圳妈妈资本管理有限公司,2018-05-31 14:48:13,4470518,深圳妈妈资本,5k-10k,0,财务,"带薪年假,五险一金,节日福利,员工生日会"
3-5年,本科,B轮,i/image/M00/4F/F1/CgpEMllwBh2AXQk3AAAN8tMpbDQ984.jpg,南山区,158509,,"硬件,移动互联网","股票期权,绩效奖金,定期体检,六险一金","银行,财务,税务,AR",综合职能类,3天前发布,"银行,财务,税务,AR",50-150人,全盘会计,全职,0,461,,厦门瑞为信息技术有限公司深圳分公司,2018-05-30 09:27:39,4580801,瑞为智能,6k-8k,0,财务,"五天制,文化超好,福利超多,就等你来"
1-3年,本科,不需要融资,i/image2/M00/2A/83/CgoB5lopDkSAfpRAAAA4ScSzOIs587.png,福田区,298084,,移动互联网,"""""","财务,结算",综合职能类,2018-05-28,,50-150人,往来会计,全职,0,461,,深圳鼎付信息技术有限公司,2018-05-28 09:29:07,4631826,鼎付,5K-9K,0,财务,"五险一金,年底双薪,定期体检,节日福利"
3-5年,不限,天使轮,i/image/M00/8E/4E/CgpFT1r-PPGAVSnCAAA4hAv3jbY672.png,盐田区,387161,,文化娱乐 生活服务,"""""","税务,审计,成本",综合职能类,2018-05-18,,少于15人,会计,全职,0,461,,心性文化传播（深圳）有限公司,2018-05-18 15:27:29,4593901,心性文化传播,4K-6K,0,财务,五险一金，每周双休，享受销售团队业绩提成
1-3年,本科,不需要融资,i/image/M00/92/B4/CgqKkViZN1iAHTDaAAA12-eLRoc665.png,南山区,168933,,移动互联网,,"银行,财务,结算,出纳,税务",综合职能类,2018-05-25,"银行,财务,结算,出纳,税务",15-50人,会计,全职,0,461,,深圳市金石头网络科技有限公司,2018-05-25 12:21:04,4628117,金石头,4k-6k,0,财务,"认真细心,账实相符,定期核对"
1-3年,大专,未融资,i/image/M00/20/80/Cgp3O1cOF06AVy-0AAAPgUBi92s270.jpg,福田区,124139,,"金融,移动互联网","定期体检,绩效奖金,带薪年假,年底双薪","财务,税务,AR",综合职能类,2018-05-24,,150-500人,往来会计,全职,0,461,,深圳前海融金所互联网金融服务有限公司,2018-05-24 09:27:30,4316310,融金所,6k-8k,0,财务,"五险一金,员工旅游,下午茶,绩效奖金"
不限,大专,不需要融资,i/image2/M00/0F/8C/CgoB5lnnC--ACT21AAAuuz8nMVU200.jpg,福田区,274375,,"移动互联网,电子商务",,,综合职能类,1天前发布,,150-500人,会计助理,全职,0,461,,满金坝(深圳)科技有限公司,2018-06-01 09:10:01,4528291,满金坝,3k-4k,0,财务,"年终分红,年度加薪,福利待遇好,发展空间"
1-3年,本科,不需要融资,i/image/M00/81/E0/CgpFT1q5t06AV6-FAAAFjtYdIBo195.png,龙华新区,323397,,"企业服务,生活服务",,"房产服务,财务,税务,审核",综合职能类,2天前发布,"房产服务,财务,税务,审核",150-500人,会计,全职,0,461,,深圳市安宏基控股集团有限公司,2018-05-31 11:25:03,4327648,深圳市安宏基控股集团有限公司,5k-8k,0,财务,"五险一金,双休,奖金"
1-3年,大专,B轮,image1/M00/22/58/Cgo8PFVAuVqAAx-2AAA0IupCQqk595.png,宝安区,22653,,"电子商务,硬件","技能培训,发展好,绩效奖金,岗位晋升","财务,税务,统计",综合职能类,3天前发布,,500-2000人,会计,全职,0,461,,南京物联传感技术有限公司,2018-05-30 09:57:30,4512930,物联传感,4k-6k,0,财务,"智能家居,年轻团队,有发展,氛围好"
1-3年,不限,未融资,images/logo_default.png,,344355,,其他,"""""",财务,综合职能类,2018-05-22,,150-500人,会计,全职,0,461,,深圳市联合商置投资有限公司,2018-05-22 09:42:08,4428175,联合商置,4K-5K,0,财务,五险一金
