workYear,education,financeStage,companyLogo,district,companyId,explain,industryField,companyLabelList,positionLables,firstType,formatCreateTime,industryLables,companySize,positionName,jobNature,deliver,totalCount,gradeDescription,companyFullName,createTime,positionId,companyShortName,salary,isSchoolJob,secondType,positionAdvantage
不限,不限,未融资,i/image2/M00/08/B7/CgoB5lnXBsuAfgZfAAAUDEBPpwk730.jpg,南山区,269705,,"电子商务,移动互联网","午餐补助,弹性工作,节日礼物,五险一金","财务,统计,AR",综合职能类,2018-05-23,,少于15人,会计,全职,0,461,,深圳泓麟品牌运营有限公司,2018-05-23 13:19:18,3673255,Diti小姐,3k-5k,0,财务,"五险一金,节日福利,免费午餐,住房补贴"
1-3年,大专,不需要融资,image1/M00/0C/4C/CgYXBlT1LiWAV3JoAABrD6EOSHo123.png,福田区,54154,,"企业服务,其他","年底双薪,年度旅游,帅哥多,领导好","财务,税务,统计",综合职能类,2018-05-05,,15-50人,会计,全职,0,461,,深圳动狐科技有限公司,2018-05-05 12:00:25,4327041,动狐科技,2k-4k,0,财务,"社保,包午餐"
1-3年,大专,未融资,i/image/M00/54/72/Cgp3O1fD43CALuiZAAAdk329dnE086.png,南山区,128304,,"广告营销,企业服务","专项奖金,年终分红,绩效奖金,带薪年假","财务,税务,统计",综合职能类,2天前发布,,50-150人,全盘会计,全职,0,461,,深圳市沃菲数字营销有限公司,2018-05-31 14:17:57,4555999,沃菲数字营销,4k-6k,0,财务,"财务会计,全盘会计,会计,财务"
1-3年,本科,A轮,i/image/M00/34/21/CgpFT1lB9qmAXLsBAABmxECOzNY178.jpg,南山区,76113,,"移动互联网,旅游","带薪年假,节日礼物,技能培训,领导好","财务,成本,财务分析,预算控制",综合职能类,2018-05-28,,50-150人,会计,全职,0,461,,上海远译网络科技有限公司,2018-05-28 14:20:49,4158604,上海远译,6k-7k,0,财务,"五险一金,工作午餐,午休床"
1-3年,本科,不需要融资,i/image3/M00/36/CB/CgpOIFqovbWAWzPdAAAShbNaNgU541.jpg,南山区,342178,,"移动互联网,硬件","""""","银行,税务,AR",综合职能类,1天前发布,"银行,税务,AR",少于15人,财务/会计,全职,0,461,,深圳市琢为信息技术有限公司,2018-06-01 11:38:53,4639475,琢为,5k-8k,0,财务,"五险一金,年度旅游,定期体检,年底双薪"
1-3年,大专,A轮,i/image/M00/3E/18/Cgp3O1dzkNWAEH7hAAAOd5OmYzA691.jpg,宝安区,38690,,"电子商务,O2O","节日礼物,专项奖金,带薪年假,绩效奖金","支付,银行,税务,统计",综合职能类,1天前发布,"支付,银行,税务,统计",50-150人,会计兼出纳,全职,0,461,,深圳市中仪信息技术有限公司,2018-06-01 10:30:03,4578693,仪器圈,4k-6k,0,财务,"五险一金,5天八小时"
1-3年,本科,C轮,i/image/M00/43/D3/Cgp3O1eEWFSARprHAABDJ7bBCBg228.png,福田区,35539,,金融,"年底双薪,节日礼物,技能培训,年度旅游","支付,财务,审核",综合职能类,1天前发布,"支付,财务,审核",2000人以上,资金会计,全职,0,461,,深圳前海达飞金融服务有限公司,2018-06-01 09:50:30,4451811,即有分期,5k-8k,0,财务,"六险一金,弹性工作,周末双休,年度体检"
3-5年,本科,未融资,i/image3/M00/34/70/CgpOIFqnRTCAYOg0AACxBPheGQE348.jpg,宝安区,149143,,移动互联网,"专项奖金,绩效奖金,带薪年假,年底双薪","财务,税务,AR",综合职能类,2018-05-24,,50-150人,会计师,全职,0,461,,深圳中网信通科技有限公司,2018-05-24 10:02:59,4603451,中网信通,8k-15k,0,财务,高薪
3-5年,大专,未融资,images/logo_default.png,宝安区,390740,,移动互联网,"""""","财务,审计,税务,AR",综合职能类,2018-05-23,,50-150人,会计,全职,0,461,,深圳好住网络科技有限公司,2018-05-23 18:14:45,4618100,好住网,7k-9k,0,财务,"年终奖,团建活动,生日福利,氛围好"
3-5年,大专,不需要融资,i/image2/M00/4E/86/CgoB5lsHejSAKUxLAAAMitU3Aow574.png,南山区,391801,,金融,"""""","金融,财务,税务,统计",综合职能类,1天前发布,"金融,财务,税务,统计",150-500人,会计主管,全职,0,461,,深圳前海盈聚融资租赁有限公司,2018-06-01 08:47:48,4627830,盈聚金融,6k-8k,0,财务,"周末双休,五险一金,绩效奖金,节日福利"
1-3年,大专,未融资,i/image3/M00/22/3D/Cgq2xlqUxTWAYuWnAABXX4OSUWs096.png,龙华新区,328142,,"电子商务,企业服务",,"财务,主管,税务,统计",综合职能类,3天前发布,,少于15人,会计,全职,0,461,,深圳市蚂蚁班跨境服务有限公司,2018-05-30 13:46:33,4465943,蚂蚁班,6K-8K,0,财务,"五险一金,员工旅游,年底双薪,交通补贴"
1-3年,大专,未融资,image1/M00/33/BA/CgYXBlWUr5SAGPdUAAAQAuOlDzE427.gif?cc=0.5090432667567095,宝安区,80413,,硬件,"带薪年假,岗位晋升,五险一金","财务,税务",综合职能类,2018-05-24,,2000人以上,会计员,全职,0,461,,精模电子科技（深圳）有限公司,2018-05-24 08:58:32,4619079,精模,3k-5k,0,财务,"财务,会计"
1-3年,大专,未融资,i/image/M00/5F/21/CgpFT1mVf4uAWw54AAEOETXlPss308.jpg,宝安区,248242,,其他,,"贸易,零售,快消,财务,税务",其他,2018-05-28,,50-150人,会计,全职,0,461,,深圳市辉鹏服饰有限公司,2018-05-28 11:59:17,4583371,辉鹏服饰,4k-6k,0,贸易|批发|零售|租赁业,"节日奖励,五险一金,工作轻松,交通餐补"
1-3年,本科,天使轮,i/image/M00/3E/DB/CgqKkVd1wGiAX9LLAAJqN8RhrcQ894.png,南山区,136853,,"移动互联网,金融","绩效奖金,年度旅游,美女多,帅哥多","支付,财务,统计,审核",综合职能类,2天前发布,"支付,财务,统计,审核",150-500人,会计,全职,0,461,,深圳市前海万融科技有限公司,2018-05-31 16:08:56,4566283,前海万融,4k-7k,0,财务,"注重实力,核心岗位,扁平管理,丰厚回报"
3-5年,大专,未融资,i/image2/M00/4E/25/CgotOVsD67aARElaAAAHidY7aaQ590.png,福田区,292288,,金融,"""""","金融,财务,主管,成本,资产",综合职能类,2018-05-29,"金融,财务,主管,成本,资产",50-150人,会计,全职,0,461,,深圳前海大业金融服务有限公司,2018-05-29 18:22:15,4630697,大业金服,6k-8k,0,财务,"发展空间大,年终奖,双休,不加班"
3-5年,大专,未融资,i/image2/M00/14/8D/CgoB5lnxtvqAWqO5AAA6G2KBxEE517.jpg,宝安区,41967,,"旅游,移动互联网","年底双薪,节日礼物,带薪年假,绩效奖金","银行,财务,税务,统计",金融类,1天前发布,"银行,财务,税务,统计",150-500人,会计,全职,0,461,,深圳市道控技术有限公司,2018-06-01 09:18:26,4278107,DOCOM,5k-7k,0,法务财务,"五险一金,福利多多"
1-3年,本科,未融资,i/image/M00/1E/E2/CgpFT1kRNLCAYQHwAAItmBRDVqM203.jpg,宝安区,201774,,"企业服务,其他","绩效奖金,带薪年假,五险一金,岗位晋升","财务,税务",金融类,2天前发布,,15-50人,会计,全职,0,461,,广州财哒哒网络科技有限公司,2018-05-31 09:13:10,4016409,财哒哒,4k-7k,0,法务财务,"周末双休,五险一金,通讯补贴,带薪年假"
不限,本科,上市公司,i/image/M00/20/94/CgpEMlkMGf-AUssKAAAgr903Mgs015.jpg,南山区,19313,,移动互联网,"年底双薪,五险一金,交通补助,带薪年假",AR,金融类,3天前发布,,2000人以上,会计实习生,实习,0,461,,网宿科技股份有限公司北京分公司,2018-05-30 15:05:26,3078665,网宿科技,1k-2k,1,法务财务,"福利待遇好,氛围活跃,领导脾气好,平台基础高"
5-10年,大专,不需要融资,i/image/M00/1D/F8/CgpFT1kP0X-ALIkTAAAW-bcKUDM261.png,宝安区,157587,,"信息安全,数据服务",,"财务,税务,统计",综合职能类,2018-05-08,,50-150人,会计,全职,0,461,,深圳市特思威尔科技有限公司,2018-05-08 08:16:12,4436820,特思威尔,6k-8k,0,财务,"五险一金,周末双休,带薪年假,绩效奖金"
3-5年,大专,上市公司,i/image/M00/36/B2/CgpEMlk_uxiARu3KAAAN6EXaUrA772.png,福田区,746,,广告营销,"节日礼物,年度旅游,岗位晋升,技能培训","财务,税务,统计",综合职能类,1天前发布,,150-500人,成本会计,全职,0,461,,深圳钛铂新媒体营销股份有限公司,2018-06-01 09:51:19,4397052,钛铂新媒体,10k-15k,0,财务,新媒体
1-3年,大专,A轮,image1/M00/00/47/CgYXBlTUXOOARCdQAADKAztKQsE038.jpg,南山区,31306,,"移动互联网,生活服务","节日礼物,技能培训,岗位晋升,扁平管理","财务,税务,统计",综合职能类,2018-05-21,,50-150人,会计,全职,0,461,,凌云新创信息科技（深圳）有限公司,2018-05-21 18:18:53,4530989,凌云新创（Missionsky),6k-10k,0,财务,"出国,英文提高,五险一金"
1-3年,大专,不需要融资,i/image/M00/90/D2/CgpEMlr3llOAKjYQAAA5BQkJD1s361.png,南山区,378691,,"电子商务,O2O","""""","财务,全盘",综合职能类,2018-05-11,,15-50人,会计,全职,0,461,,深圳市精鲜优购电子商务有限公司,2018-05-11 16:00:14,4557946,精鲜优购,4K-6K,0,财务,五险一金，弹性工作，一年1-2次调薪机会
1-3年,大专,不需要融资,i/image/M00/1C/41/CgpFT1kK4DKAQs_XAAS-oqfGO2o947.png,龙岗区,180504,,移动互联网,,"财务,出纳",综合职能类,1天前发布,,150-500人,会计助理,全职,0,461,,广州您爱领网络科技有限公司,2018-06-01 17:08:06,4545985,积宝网,4K-7K,0,财务,良好的发展前景，足够的自我展示空间
1-3年,本科,A轮,i/image3/M00/0B/09/Cgq2xlplnRmACKlLAAAMtWiwfwk951.jpg,南山区,32687,,移动互联网,"带薪年假,年度旅游,领导好,年底双薪","财务,出纳,税务,统计",综合职能类,00:52发布,,50-150人,会计,全职,0,461,,深圳市前海汇流信息科技有限公司,2018-06-02 00:52:52,4655390,前海汇流,5k-7k,0,财务,"高薪假多,趣味团建,帅哥美女多,丰富生日会"
1-3年,大专,未融资,i/image3/M00/2B/7D/Cgq2xlqeCkGABlMiAAAyrncsJk0804.jpg,宝安区,334695,,"企业服务,其他","绩效奖金,交通补助,通讯津贴,管理规范","财务,结算,出纳,税务",综合职能类,2018-05-09,,少于15人,会计,全职,0,461,,深圳富创企业管理有限公司,2018-05-09 10:16:36,4318395,富创企业,3K-6K,0,财务,环境好 待遇高
1-3年,不限,不需要融资,i/image3/M00/53/D1/Cgq2xlsOaRyAWD4TAAAdDYvFWh8858.png,龙岗区,395312,,"电子商务,生活服务","""""",,综合职能类,3天前发布,,50-150人,会计,全职,0,461,,深圳市广兴隆食品有限公司,2018-05-30 17:14:02,4652813,广兴隆,3k-5k,0,财务,"7小时每天,大小休,额外绩效奖,包住"
1-3年,大专,未融资,i/image3/M00/53/E3/CgpOIFsOuYSAHQbLAABQ29Y1lH4882.png,龙岗区,302605,,移动互联网,"""""","财务,主管,成本",综合职能类,3天前发布,,50-150人,会计,全职,0,461,,鹰飞（深圳）航空植保创新科技有限公司,2018-05-30 23:41:56,4654404,鹰飞航空植保,4K-6K,0,财务,五险一金，双休，租房补。
3-5年,大专,不需要融资,i/image/M00/1C/41/CgpFT1kK4DKAQs_XAAS-oqfGO2o947.png,龙岗区,180504,,移动互联网,,"财务,出纳",综合职能类,1天前发布,,150-500人,会计主管,全职,0,461,,广州您爱领网络科技有限公司,2018-06-01 17:08:08,4557562,积宝网,5K-8K,0,财务,良好的发展前景，足够的自我展示空间
1-3年,大专,A轮,i/image/M00/2C/38/CgpEMlkmUPiAam5TAAGkd-kFcH8174.jpg,南山区,206456,,生活服务,"股票期权,通讯津贴,带薪年假,绩效奖金","银行,信息安全,财务,资产管理,税务",综合职能类,2018-05-24,"银行,信息安全,财务,资产管理,税务",50-150人,会计主管/专员,全职,0,461,,深圳友朋智能商业科技有限公司,2018-05-24 14:32:53,4622399,友朋,7k-9k,0,财务,"管理扁平化,团队氛围好,发展空间大"
应届毕业生,大专,上市公司,i/image/M00/90/92/CgpEMlr1CbKAPMX6AAK2Yny_zPA224.jpg,宝安区,382821,,移动互联网,"绩效奖金,节日礼物,美女多,领导好","财务,税务,统计",综合职能类,2018-05-28,,50-150人,会计,全职,0,461,,深圳衡威尔科技有限公司,2018-05-28 14:41:27,4627856,衡威尔,6k-9k,1,财务,"五险一金,周末双休,全勤奖,提供住宿"
1-3年,大专,不需要融资,i/image2/M00/0F/8C/CgoB5lnnC--ACT21AAAuuz8nMVU200.jpg,福田区,274375,,"移动互联网,电子商务",,,综合职能类,2天前发布,,150-500人,税务会计,全职,0,461,,满金坝(深圳)科技有限公司,2018-05-31 10:52:05,3865394,满金坝,5k-6k,0,财务,"年终分红,年度加薪,福利待遇好,发展空间"
1-3年,本科,天使轮,,,385799,,移动互联网,"""""",主管,综合职能类,1天前发布,,15-50人,会计,全职,0,461,,深圳非常牛物流科技有限公司,2018-06-01 12:27:39,4662407,运个货,6K-8K,0,财务,弹性工作时间，周末双休
1-3年,本科,A轮,i/image2/M00/4C/86/CgotOVr5L1-AOHJIAAJqN8RhrcQ403.png,南山区,384175,,"移动互联网,金融","""""","支付,主管,结算,统计,审核",综合职能类,1天前发布,"支付,主管,结算,统计,审核",150-500人,会计,全职,0,461,,深圳市前海万融信息技术服务有限公司,2018-06-01 17:08:22,4566411,前海万融,4k-7k,0,财务,"清算,结算,支付,会计"
1-3年,本科,不需要融资,i/image3/M00/51/52/CgpOIFr9HzOACV_LAABGffiCGWU233.png,福田区,304529,,金融 电子商务,"""""","财务,税务,统计",综合职能类,1天前发布,,15-50人,会计主管,全职,0,461,,珠海市聚鼎投资有限公司深圳分公司,2018-06-01 09:59:25,4587170,峇峇金服,6k-8k,0,财务,"双休,朝九晚六,五险一金,13薪"
1-3年,大专,A轮,i/image2/M00/25/61/CgoB5loc4TiAWo9dAAAd13hAyl0623.png,南山区,147692,,"移动互联网,O2O","扁平管理,弹性工作,帅哥多,全苹果电脑","财务,税务,统计",综合职能类,2018-05-07,,15-50人,会计,全职,0,461,,深圳顺道出行科技有限公司,2018-05-07 09:59:09,4525749,顺道出行,5k-7k,0,财务,"平台空间大,挑战自我"
1-3年,本科,B轮,i/image/M00/45/BD/Cgp3O1eJ2TiAUIazAAANn9isbhU865.jpg,南山区,139374,,"O2O,电子商务","股票期权,高速发展","理财,财务,税务,AR",综合职能类,2018-05-29,"理财,财务,税务,AR",150-500人,会计,全职,0,461,,深圳闪回科技有限公司,2018-05-29 15:08:37,4644053,闪回收,5k-8k,0,财务,"弹性工作,平台好机会,扁平管理,节日福利"
3-5年,本科,A轮,i/image3/M00/30/FA/CgpOIFqiOOWANGWeAADeX6jCcHg415.png,南山区,288945,,其他,"""""","理财,财务,税务,统计",综合职能类,1天前发布,"理财,财务,税务,统计",15-50人,会计,全职,0,461,,深圳市嘉园华酒业有限公司,2018-06-01 10:33:29,4484093,嘉园华酒业,7k-10k,0,财务,"会计,财务"
1-3年,大专,不需要融资,i/image3/M00/01/55/CgpOIFpcPXSAb0cRAAB9ecxoHgA459.jpg,龙华新区,312110,,电子商务,"""""","支付,财务,税务,统计,财务助理",综合职能类,2018-05-14,"支付,财务,税务,统计,财务助理",150-500人,会计,全职,0,461,,深圳市德润赛尔光电有限公司,2018-05-14 17:19:17,4338589,德润赛尔,4k-7k,0,财务,"发展空间大,提供食宿,五险一金,人性化企业"
3-5年,大专,不需要融资,i/image/M00/53/23/CgpFT1l-7tWAHMugAACNMxt282s119.png,南山区,226852,,"移动互联网,广告营销","年底双薪,带薪年假,弹性工作,交通补助","财务,税务",综合职能类,1天前发布,,50-150人,【深圳】会计主管,全职,0,461,,深圳前海互动四方数字媒体有限公司,2018-06-01 13:49:13,4651074,四方互动,8k-12k,0,财务,"五险一金,周末双休,出国旅游,90后"
5-10年,本科,不需要融资,i/image/M00/31/FB/Cgp3O1dNB0iAAQoxAABOz-842pY693.png,南山区,113576,,"移动互联网,医疗健康","股票期权,一年14薪,绩效奖金,扁平管理","财务,资产管理,税务",综合职能类,1天前发布,,150-500人,高级会计,全职,0,461,,深圳三代人科技有限公司,2018-06-01 09:29:36,4248719,三代人科技,10k-20k,0,财务,"期权激励,年终奖金,周末双休,团队氛围棒"
1-3年,本科,天使轮,i/image2/M00/01/D8/CgotOVm_h7OAH_gSAABKVMSdlRE974.png,南山区,174013,,旅游,,"银行,财务,税务",综合职能类,2018-05-11,"银行,财务,税务",15-50人,会计,全职,0,461,,深圳宇创信息服务有限公司,2018-05-11 09:40:26,4365899,易民宿,6k-7k,0,财务,"五险一金,带薪年假,节日福利"
1-3年,本科,上市公司,i/image3/M00/53/8F/Cgq2xlsNJe6AHZBzAABZ9OmNptY836.png,福田区,106897,,其他,"节日礼物,专项奖金,带薪年假,绩效奖金","财务,税务,审核",综合职能类,2天前发布,,50-150人,会计,全职,0,461,,深圳市盈华讯方通信技术有限公司,2018-05-31 09:11:33,4593155,盈华讯方,6k-8k,0,财务,"周末双休,成长空间大"
1-3年,大专,上市公司,i/image/M00/00/0E/Cgp3O1YmLA-AJIpBAAAKgKurgjw489.png,南山区,56239,,"移动互联网,硬件","技能培训,节日礼物,年底双薪,带薪年假",,综合职能类,1天前发布,,500-2000人,费用会计,全职,0,461,,深圳雷柏科技股份有限公司,2018-06-01 10:23:27,4623103,雷柏科技,4k-6k,0,财务,"全海景办公,节假日福利,五险一金,双休"
5-10年,本科,A轮,image1/M00/27/8C/CgYXBlVbKYGAJOvTAABcPCoJ1VQ054.jpg,龙华新区,70732,,"移动互联网,电子商务","技能培训,节日礼物,年底双薪,专项奖金","金融,主管,经理,财务,税务,统计",综合职能类,2018-05-25,"金融,主管,经理,财务,税务,统计",50-150人,全盘会计,全职,0,461,,深圳市白龙马电子商务有限公司,2018-05-25 17:01:03,4630532,白龙马,8k-10k,0,财务,"五险一金,周末双休,带薪年假,年底双薪"
3-5年,本科,A轮,i/image/M00/2C/38/CgpEMlkmUPiAam5TAAGkd-kFcH8174.jpg,南山区,206456,,生活服务,"股票期权,通讯津贴,带薪年假,绩效奖金","成本,财务,税务",综合职能类,2018-05-24,,50-150人,预算会计,全职,0,461,,深圳友朋智能商业科技有限公司,2018-05-24 15:35:52,4551447,友朋,6k-10k,0,财务,"领导很棒,发展空间大,管理扁平化"
1-3年,本科,A轮,i/image/M00/2C/42/Cgp3O1c5JwmAKnkcAAIoPyAFBnI249.jpg,南山区,129528,,"硬件,医疗健康","股票期权,专项奖金,绩效奖金,带薪年假","助理,财务,结算,出纳,税务",综合职能类,2018-05-23,,50-150人,会计,全职,0,461,,深圳欧德蒙科技有限公司,2018-05-23 21:08:55,4618743,欧德蒙,4k-7k,0,财务,"福利好,待遇优,空间大,导师制"
1-3年,不限,未融资,i/image/M00/8E/2F/CgpFT1r9PMuAOOF0AACtmjy8OSM658.jpg,南山区,386972,,"移动互联网,企业服务","""""","金融,助理,财务",综合职能类,2018-05-21,"金融,助理,财务",少于15人,会计,全职,0,461,,深圳市创鑫管理咨询有限公司,2018-05-21 16:35:53,4589727,创鑫,3k-5k,0,财务,"年轻团队,福利好,自由,平台好"
3-5年,大专,不需要融资,i/image/M00/35/09/CgpFT1lDjkuAXUUHAAAOUCoeK6o729.jpg,南山区,214463,,移动互联网,,"财务,统计,审核",综合职能类,2天前发布,,500-2000人,成本会计,全职,0,461,,西安华炎信息科技有限公司深圳分公司,2018-05-31 14:41:03,4657626,深圳华炎,6k-10k,0,财务,"带薪年假,五险一金,餐饮补贴,专业培训"
1-3年,本科,不需要融资,i/image/M00/4C/98/Cgp3O1ei-fKAahpgAAAlWg0IxfU191.png,南山区,142287,,"移动互联网,金融",,"金融,财务,税务,统计",综合职能类,1天前发布,"金融,财务,税务,统计",150-500人,会计专员,全职,0,461,,武汉民投金融服务有限公司,2018-06-01 09:03:09,4245829,民投金服,7k-9k,0,财务,氛围好
1-3年,本科,上市公司,i/image/M00/32/F6/Cgp3O1dP_7-ANNv0AABUq6wo7zk380.png,南山区,110293,,"O2O,移动互联网","带薪年假,定期体检,全勤奖,商业保险","财务,审核",综合职能类,2018-05-21,,500-2000人,税务会计,全职,0,461,,深圳友宝科斯科技有限公司,2018-05-21 10:06:58,4598245,友宝,6k-10k,0,财务,"空间大,氛围好,创业团队"
1-3年,大专,天使轮,i/image/M00/82/60/CgpEMlpUcZCAb7nOAAAswgXc5SE024.png,南山区,152278,,"企业服务,电子商务","股票期权,专项奖金,带薪年假,午餐补助","银行,经理,财务,税务,统计",综合职能类,2天前发布,"银行,经理,财务,税务,统计",少于15人,全盘会计,全职,0,461,,深圳市领航者互联网股份有限公司,2018-05-31 09:20:58,3763857,领航者,8k-10k,0,财务,"五险一金,绩效奖金,餐饮补贴,股票期权"
1-3年,大专,未融资,i/image3/M00/2C/59/CgpOIFqeZAGAWX8TAABNsstEWIc516.jpg,南山区,48552,,"移动互联网,电子商务","技能培训,节日礼物,带薪年假,年度旅游","银行,电商,财务,税务",综合职能类,2018-05-28,"银行,电商,财务,税务",50-150人,电商会计,全职,0,461,,深圳市觅客科技有限公司,2018-05-28 11:33:53,4384930,觅客,7k-8k,0,财务,"晋升空间,年终双薪"
1-3年,本科,不需要融资,i/image/M00/92/B9/CgpEMlsFJU-AAw9LAAAW3-tELUc925.jpg,南山区,390513,,移动互联网,"""""","支付,银行,财务,税务",综合职能类,2018-05-25,"支付,银行,财务,税务",15-50人,会计,全职,0,461,,深圳市初链科技有限公司,2018-05-25 17:32:08,4630846,初链科技,7k-9k,0,财务,发展潜力大
不限,不限,未融资,i/image/M00/8A/03/Cgp3O1h0UdKADGXTAACV1q5WmYw198.jpg,罗湖区,165837,,"企业服务,其他","包食宿,公司旅游,社保,绩效奖金","财务,税务,统计",综合职能类,2天前发布,,15-50人,会计实习生,全职,0,461,,深圳币码微企业服务有限公司,2018-05-31 17:29:56,4393861,深圳币码微,1k-2k,0,财务,"社保,包食宿,节假日福利,生日福利"
1-3年,本科,B轮,i/image/M00/5E/FB/Cgp3O1ft_iyAdLjwAADF0GE_2MA391.jpg,南山区,145486,,"移动互联网,硬件","人工智能,机器人,午餐补助,扁平化管理",,综合职能类,1天前发布,,500-2000人,分子公司会计,全职,0,461,,深圳市优必选科技有限公司,2018-06-01 13:49:09,4609288,优必选科技,7k-14k,0,财务,"独角兽,扁平管理,弹性上班"
1-3年,本科,上市公司,i/image2/M00/46/C4/CgotOVrWniOAOBrJAAATZg4FuvY505.png,南山区,367195,,"移动互联网,生活服务","绩效奖金,带薪年假,年终分红,周末双休","电商,财务,税务",综合职能类,2018-05-28,"电商,财务,税务",50-150人,会计,全职,0,461,,盛世乐居(亚东)智能科技有限公司深圳分公司,2018-05-28 10:04:36,4476804,乐居智能,6k-10k,0,财务,"周末双休,带薪年假,五险一金,团建福利"
3-5年,大专,上市公司,i/image3/M00/53/8F/Cgq2xlsNJe6AHZBzAABZ9OmNptY836.png,福田区,106897,,其他,"节日礼物,专项奖金,带薪年假,绩效奖金","银行,财务,税务,统计",综合职能类,2天前发布,"银行,财务,税务,统计",50-150人,会计主管,全职,0,461,,深圳市盈华讯方通信技术有限公司,2018-05-31 09:11:33,4595717,盈华讯方,8k-10k,0,财务,"周末双休,氛围活跃"
1-3年,本科,A轮,i/image/M00/2C/42/Cgp3O1c5JwmAKnkcAAIoPyAFBnI249.jpg,南山区,129528,,"硬件,医疗健康","股票期权,专项奖金,绩效奖金,带薪年假","财务,财务助理",综合职能类,2018-05-23,,50-150人,会计,全职,0,461,,深圳欧德蒙科技有限公司,2018-05-23 10:56:27,4613407,欧德蒙,4k-7k,0,财务,"福利好,待遇优,导师制,年终奖"
1-3年,大专,未融资,i/image/M00/8E/2F/CgpFT1r9PMuAOOF0AACtmjy8OSM658.jpg,南山区,386972,,"移动互联网,企业服务","""""","主管,财务,税务",综合职能类,2018-05-21,,少于15人,会计,全职,0,461,,深圳市创鑫管理咨询有限公司,2018-05-21 16:35:51,4589737,创鑫,4k-6k,0,财务,"年轻团队,自由,福利好,平台好"
不限,大专,上市公司,i/image3/M00/41/7F/Cgq2xlq0a-eAO4HqAADlXs5zbJY384.png,南山区,204667,,"电子商务,旅游",,"财务,税务,AR",金融类,3天前发布,,150-500人,往来会计,全职,0,461,,深圳市道旅旅游科技股份有限公司,2018-05-30 09:49:14,4397021,道旅旅游,5k-7k,0,法务财务,"氛围轻松,福利优厚"
1-3年,大专,不需要融资,i/image3/M00/4A/41/CgpOIFrUgIqARY_EAANXgHiOftk463.jpg,龙岗区,365969,,企业服务,"""""","审计,财务,税务",金融类,2018-05-22,,15-50人,外账会计,全职,0,461,,深圳市华深企业会计代理有限公司,2018-05-22 11:59:14,4429949,深圳市华深企业会计代理有限公司,6k-9k,0,法务财务,"个人专业,工作经验,专业水平,学历水平"
不限,本科,B轮,image1/M00/00/08/Cgo8PFTUWA-AYf6JAAArDABWKnw635.png,南山区,3058,,"移动互联网,金融","高速增长,股票期权,小而精,扁平管理","金融,财务,主管,经理,税务",综合职能类,1天前发布,"金融,财务,主管,经理,税务",150-500人,资深会计,全职,0,461,,深圳无觅科技有限公司,2018-06-01 16:40:56,4354444,无秘,15k-30k,0,财务,"六险一金,扁平化管理,弹性工作,带薪年假"
1-3年,大专,B轮,i/image2/M00/0C/6A/CgotOVngNqOADBGdAACTg7P-qtc399.jpg,南山区,215388,,"生活服务,移动互联网","行业新风口,B轮,外资企业,发展迅速","财务,税务,统计",综合职能类,3天前发布,,50-150人,会计,全职,0,461,,深圳任意存科技有限公司,2018-05-30 09:59:21,4647787,Boxful 宝师傅,5k-8k,0,财务,"外企,领导好,行业新风口,团队气氛好"
1-3年,大专,不需要融资,i/image/M00/1A/4B/CgqKkVb59RSAaPZwAAAzMRIv0dg911.png,南山区,109251,,"移动互联网,电子商务",,"助理,财务,税务,统计",综合职能类,1天前发布,,50-150人,会计文员,全职,0,461,,深圳映美卡莫网络有限公司,2018-06-01 17:47:00,4664981,深圳映美卡莫网络有限公司,5k-6k,0,财务,"弹性上下班,五险一金,周末双休,带薪年假"
1-3年,本科,未融资,i/image/M00/69/5F/CgpFT1muEneAMnKFAAA3lOyyDQg494.png,罗湖区,257075,,其他,,财务,综合职能类,2018-05-24,,50-150人,会计,全职,0,461,,深圳市阿米尼实业有限公司,2018-05-24 10:17:10,3568868,深圳市阿米尼实业有限公司,4k-6k,0,财务,"五险一金,绩效奖金,带薪年假,节日福利"
5-10年,大专,B轮,i/image2/M00/26/34/CgotOVoeauiAYEAbAABZXZtZAaM995.png,南山区,55397,,硬件,"技能培训,年底双薪,节日礼物,年度旅游",财务,综合职能类,2018-05-28,,150-500人,税务会计,全职,0,461,,深圳绿米联创科技有限公司,2018-05-28 18:35:31,4639389,绿米,6k-10k,0,财务,"大牛多,股票期权,不打卡"
3-5年,大专,未融资,i/image3/M00/52/DA/CgpOIFsKVHKAWOLNAABDEOxOPk4079.jpg,龙岗区,339963,,移动互联网、文化娱乐,"""""",财务,金融类,2018-05-25,,少于15人,会计,全职,0,461,,深圳慢物质文化创意有限公司,2018-05-25 09:38:35,4256196,慢物质-民艺研创,5K-10K,0,法务财务,加入创业型公司，创造无限可能
3-5年,大专,未融资,i/image/M00/8B/3C/CgpEMlrVU96ABNJUAABUjSSqXq0145.jpg,福田区,367412,,其他,"""""","财务,税务,审核",综合职能类,2018-05-14,,15-50人,全盘会计,全职,0,461,,深圳市前海海洋仪表科技有限公司,2018-05-14 11:06:09,4431711,海洋仪表,5k-6k,0,财务,"五险一金,培训"
1-3年,大专,未融资,i/image3/M00/21/58/CgpOIFqTvcCAPBRyAAAHedMhELI993.png,福田区,324435,,"移动互联网,电子商务","""""","财务,税务,统计",综合职能类,2天前发布,,15-50人,会计,全职,0,461,,深圳市精一产业链服务有限公司,2018-05-31 09:29:22,4137918,精一产业链,6k-8k,0,财务,"平台好,福利好,氛围好,挑战大"
